mecid,committee_name_x,candidate_name,party,office_sought,status,committee_name_y,report,report_year,report_type,previous_receipts,contributions_received,loans_received,misc_receipts,receipts_subtotal,in_kind_contributions,total_receipts_this_election,previous_expenditures,cash_or_check_expenditures,in_kind_expenditures,credit_expenditures,expenditure_subtotal,total_expenditures,previous_contributions,cash_check_contributions,credit_contributions,in_kind_contributions1,contribution_subtotal,total_contributions,loan_disbursements,disbursements_payments,misc_disbursements,total_disbursements,starting_money_on_hand,monetary_receipts,check_disbursements,cash_disbursements,total_monetary_disbursements,ending_money_on_hand,outstanding_indebtedness,loans_recieved,new_expenditures,new_contributions,payments_made_on_loan,debt_forgiven_on_loans,total_indebtendness
C190938,Sharp for House,Mark Sharp,D,State Representative - District 36 - Missouri House of Representatives,A,Sharp for House,October Quarterly Report,2020,Full Disclosure,2209.0,6606.41,0.0,0.0,6606.41,0.0,8815.41,2571.6,1217.98,0.0,0.0,1217.98,3789.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.19,6606.41,1217.98,0.0,1217.98,6139.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201317,Friends of Nola Wood,Nola Wood,R,State Representative - District 36 - Missouri House of Representatives,A,Friends of Nola Wood,October Quarterly Report,2020,Full Disclosure,0.0,250.0,0.0,0.0,250.0,0.0,250.0,0.0,505.11,0.0,0.0,505.11,505.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.01,250.0,505.11,0.0,505.11,1621.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201115,Citizens for Annette Turnbaugh,Annette Turnbaugh,D,State Representative - District 37 - Missouri House of Representatives,A,Citizens for Annette Turnbaugh,October Quarterly Report,2020,Full Disclosure,13075.0,17794.67,0.0,0.0,17794.67,0.0,30869.67,2428.45,4311.93,0.0,1325.0,5636.93,8065.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646.55,17794.67,4311.93,0.0,4311.93,24129.29,0.0,0.0,1325.0,0.0,0.0,0.0,1325.0
C191018,Boyd For Missouri,John Boyd,R,State Representative - District 37 - Missouri House of Representatives,A,Boyd For Missouri,October Quarterly Report,2020,Full Disclosure,6601.15,228.33,0.0,0.0,597.57,369.24,7198.72,3448.77,183.09,0.0,0.0,183.09,3631.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.23,228.33,183.09,0.0,183.09,1494.47,2700.0,0.0,0.0,0.0,0.0,0.0,2700.0
C171068,Citizens To Elect Doug Richey,Doug Richey,R,State Representative - District 38 - Missouri House of Representatives,A,Citizens To Elect Doug Richey,October Quarterly Report,2020,Full Disclosure,30959.24,4400.0,0.0,0.0,4400.0,0.0,35359.24,2632.32,1312.15,0.0,0.0,1312.15,3944.47,18001.0,0.0,0.0,0.0,0.0,18001.0,0.0,0.0,0.0,0.0,11355.04,4400.0,1312.15,0.0,1312.15,14442.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171345,Friends Of Peggy McGaugh,Peggy McGaugh,R,State Representative - District 39 - Missouri House of Representatives,A,Friends Of Peggy McGaugh,October Quarterly Report,2020,Full Disclosure,4100.0,2300.0,0.0,0.0,2300.0,0.0,6400.0,1017.67,219.99,0.0,0.0,219.99,1237.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610.62,2300.0,219.99,0.0,219.99,16690.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171336,Sharpe For Rep,Gregory Sharpe,R,State Representative - District 4 - Missouri House of Representatives,A,Sharpe For Rep,October Quarterly Report,2020,Full Disclosure,26725.0,1350.0,0.0,0.0,1350.0,0.0,28075.0,13562.4,0.0,0.0,0.0,0.0,13562.4,4190.0,0.0,0.0,0.0,0.0,4190.0,0.0,0.0,0.0,0.0,15570.41,1350.0,0.0,0.0,0.0,16920.41,35000.0,0.0,0.0,0.0,0.0,0.0,35000.0
C141098,Pietzman For The People,Randy Pietzman,R,State Representative - District 41 - Missouri House of Representatives,A,Pietzman For The People,October Quarterly Report,2020,Full Disclosure,81441.89,0.0,0.0,0.0,0.0,0.0,81441.89,53105.17,1750.0,0.0,0.0,1750.0,54855.17,25360.0,0.0,0.0,0.0,0.0,25360.0,0.0,0.0,0.0,0.0,8466.16,0.0,1750.0,0.0,1750.0,6716.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180155,Patrons Of Jeff Porter,Jeff Porter,R,State Representative - District 42 - Missouri House of Representatives,A,Patrons Of Jeff Porter,October Quarterly Report,2020,Full Disclosure,99945.39,7946.0,0.0,0.0,7946.0,0.0,107891.39,72346.02,328.93,0.0,0.0,328.93,72674.95,5100.0,8500.0,0.0,0.0,8500.0,13600.0,0.0,0.0,0.0,0.0,14758.68,7946.0,8828.93,0.0,8828.93,13875.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180094,Haden For State Representative,Kent Haden,R,State Representative - District 43 - Missouri House of Representatives,A,Haden For State Representative,October Quarterly Report,2020,Full Disclosure,37335.0,3400.0,0.0,0.0,3400.0,0.0,40735.0,15941.93,5608.76,0.0,0.0,5608.76,21550.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23126.7,3400.0,5608.76,0.0,5608.76,20917.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C151209,Citizens For Cheri Toalson Reisch,CHERI REISCH,R,State Representative - District 44 - Missouri House of Representatives,A,Citizens For Cheri Toalson Reisch,October Quarterly Report,2020,Full Disclosure,50619.0,13305.0,0.0,0.0,13586.72,281.72,64205.72,41224.03,3704.67,0.0,0.0,3704.67,44928.7,2580.0,0.0,0.0,0.0,0.0,2580.0,0.0,0.0,0.0,0.0,11049.24,13305.0,3704.67,0.0,3704.67,20649.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190903,Jacque Sample for Missouri,Jacque Sample,D,State Representative - District 44 - Missouri House of Representatives,A,Jacque Sample for Missouri,October Quarterly Report,2020,Full Disclosure,18253.45,5144.47,0.0,0.0,5144.47,0.0,23397.92,10916.94,3224.57,0.0,0.0,3224.57,14141.51,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6592.94,5144.47,3224.57,0.0,3224.57,8512.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C131169,Friends Of Kip Kendrick,KIP KENDRICK,D,State Representative - District 45 - Missouri House of Representatives,A,Friends Of Kip Kendrick,October Quarterly Report,2020,Full Disclosure,29203.02,14206.18,0.0,0.0,14206.18,0.0,43409.2,11489.75,1801.98,0.0,0.0,1801.98,13291.73,1514.39,0.0,0.0,0.0,0.0,1514.39,0.0,0.0,0.0,0.0,79402.99,14206.18,1801.98,0.0,1801.98,91807.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C151060,Friends Of Martha Stevens,MARTHA STEVENS,D,State Representative - District 46 - Missouri House of Representatives,A,Friends Of Martha Stevens,October Quarterly Report,2020,Full Disclosure,11853.25,2760.18,0.0,0.0,2760.18,0.0,14613.43,3472.91,3693.93,0.0,0.0,3693.93,7166.84,3110.0,2000.0,0.0,0.0,2000.0,5110.0,0.0,0.0,0.0,0.0,30031.88,2760.18,5693.93,0.0,5693.93,27098.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C141090,Friends For Chuck Basye,Charles Basye,R,State Representative - District 47 - Missouri House of Representatives,A,Friends For Chuck Basye,October Quarterly Report,2020,Full Disclosure,231696.29,7641.8,0.0,0.0,7641.8,0.0,239338.09,218372.29,801.17,0.0,0.0,801.17,219173.46,7919.13,0.0,0.0,0.0,0.0,7919.13,0.0,0.0,0.0,0.0,36074.23,7641.8,801.17,0.0,801.17,42914.86,9.0,0.0,0.0,0.0,0.0,0.0,9.0
C201108,Citizens for Tim Taylor,Tim Taylor,R,State Representative - District 48 - Missouri House of Representatives,A,Citizens for Tim Taylor,October Quarterly Report,2020,Full Disclosure,15715.83,9787.0,0.0,0.0,10298.4,511.4,26014.23,12985.66,2653.33,0.0,0.0,2653.33,15638.99,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2414.34,9787.0,2503.83,149.5,2653.33,9548.01,4500.0,0.0,0.0,0.0,0.0,0.0,4500.0
C201326,Betteridge for House,William Betteridge,D,State Representative - District 48 - Missouri House of Representatives,A,Betteridge for House,October Quarterly Report,2020,Full Disclosure,11475.24,5143.41,0.0,142.0,7040.41,1755.0,18515.65,6698.36,1684.04,0.0,0.0,1684.04,8382.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110.24,5285.41,1684.04,0.0,1684.04,6711.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C121012,Friends For Travis Fitzwater,Travis Fitzwater,R,State Representative - District 49 - Missouri House of Representatives,A,Friends For Travis Fitzwater,October Quarterly Report,2020,Full Disclosure,41624.24,7424.0,0.0,0.0,7542.33,118.33,49166.57,17239.12,810.89,0.0,0.0,810.89,18050.01,6006.0,400.0,0.0,0.0,400.0,6406.0,0.0,0.0,0.0,0.0,27605.71,7424.0,1210.89,0.0,1210.89,33818.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C171166,Riggs For Missouri,Louis Riggs,R,State Representative - District 5 - Missouri House of Representatives,A,Riggs For Missouri,October Quarterly Report,2020,Full Disclosure,0.0,4650.0,0.0,0.0,4650.0,0.0,4650.0,0.0,187.55,0.0,0.0,187.55,187.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5125.19,4650.0,187.55,0.0,187.55,9587.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190885,Friends of Kari L Chesney,Kari Chesney,D,State Representative - District 50 - Missouri House of Representatives,A,Friends of Kari L Chesney,October Quarterly Report,2020,Full Disclosure,16678.22,5666.51,0.0,0.1,9884.89,4218.28,26563.11,5335.33,2860.63,0.0,0.0,2860.63,8195.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9478.67,5666.61,2860.63,0.0,2860.63,12284.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C161082,Friends Of Sara Walsh,Sara Walsh,R,State Representative - District 50 - Missouri House of Representatives,A,Friends Of Sara Walsh,October Quarterly Report,2020,Full Disclosure,49151.52,15340.0,0.0,0.0,16305.0,965.0,65456.52,22665.45,2859.89,0.0,0.0,2859.89,25525.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30415.44,15340.0,2859.89,0.0,2859.89,42895.55,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
C201454,Vote 4 Bill Wayne 2020,William Wayne,L,State Representative - District 51 - Missouri House of Representatives,T,Vote 4 Bill Wayne 2020,October Quarterly Report,2020,Full Disclosure,0.0,1206.13,0.0,0.0,1435.13,229.0,1435.13,0.0,0.0,0.0,356.13,356.13,356.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.13,0.0,356.13,0.0,1206.13,356.13,0.0,356.13,850.0,0.0,0.0,356.13,0.0,0.0,0.0,0.0
C180227,Pollitt For House Of Representatives,Bradley Pollitt,R,State Representative - District 52 - Missouri House of Representatives,A,Pollitt For House Of Representatives,October Quarterly Report,2020,Full Disclosure,53499.8,4225.0,0.0,0.0,4225.0,0.0,57724.8,23223.73,732.62,0.0,0.0,732.62,23956.35,12550.0,0.0,0.0,0.0,0.0,12550.0,0.0,0.0,0.0,0.0,17465.97,4225.0,732.62,0.0,732.62,20958.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201423,Aaron C. Mais Campaign Fund,Aaron Mais,I,State Representative - District 53 - Missouri House of Representatives,A,Aaron C. Mais Campaign Fund,October Quarterly Report,2020,Full Disclosure,0.0,6525.0,0.0,0.0,6525.0,0.0,6525.0,0.0,2080.67,0.0,0.0,2080.67,2080.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6525.0,2080.67,0.0,2080.67,4444.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201263E,Cameron Pack,Cameron Pack,L,State Representative - District 53 - Missouri House of Representatives,A,Cameron Pack,October Quarterly Report,2020,Limited Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C151068,Committee To Elect Houx,Dan Houx,R,State Representative - District 54 - Missouri House of Representatives,A,Committee To Elect Houx,October Quarterly Report,2020,Full Disclosure,170250.27,40175.0,0.0,0.0,40175.0,0.0,210425.27,96625.42,6173.58,0.0,0.0,6173.58,102799.0,59502.0,8620.0,0.0,0.0,8620.0,68122.0,0.0,0.0,0.0,0.0,14781.8,40175.0,14793.58,0.0,14793.58,40163.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190960,James Williams for MO House 54,James Williams,D,State Representative - District 54 - Missouri House of Representatives,A,James Williams for MO House 54,October Quarterly Report,2020,Full Disclosure,0.0,3084.65,0.0,0.0,3084.65,0.0,3084.65,0.0,1372.3,0.0,0.0,1372.3,1372.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084.65,1372.3,0.0,1372.3,1712.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180239,Haffner For Missouri,Mike Haffner,R,State Representative - District 55 - Missouri House of Representatives,A,Haffner For Missouri,October Quarterly Report,2020,Full Disclosure,0.0,2600.0,0.0,0.0,2600.0,0.0,2600.0,0.0,253.54,0.0,0.0,253.54,253.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42318.67,2600.0,253.54,0.0,253.54,44665.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C191031,Friends of Michael Davis,Michael Davis,R,State Representative - District 56 - Missouri House of Representatives,A,Friends of Michael Davis,October Quarterly Report,2020,Full Disclosure,32540.17,283.33,0.0,0.0,355.54,72.21,32895.71,27291.09,514.46,0.0,0.0,514.46,27805.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5228.92,283.33,514.46,0.0,514.46,4997.79,25100.0,0.0,0.0,0.0,0.0,0.0,25100.0
C171277,Friends Of Rodger L Reedy,Rodger Reedy,R,State Representative - District 57 - Missouri House of Representatives,A,Friends Of Rodger L Reedy,October Quarterly Report,2020,Full Disclosure,12425.0,6300.0,0.0,0.0,6300.0,0.0,18725.0,9609.44,683.52,0.0,0.0,683.52,10292.96,2250.0,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,3688.53,6300.0,683.52,0.0,683.52,9305.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C191074,Friends of Willard Haley,Willard Haley,R,State Representative - District 58 - Missouri House of Representatives,A,Friends of Willard Haley,October Quarterly Report,2020,Full Disclosure,25570.75,1600.0,0.0,0.0,1622.21,22.21,27192.96,10987.19,36.39,0.0,0.0,36.39,11023.58,150.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,13857.81,1600.0,36.39,0.0,36.39,15421.42,12000.0,0.0,0.0,0.0,0.0,0.0,12000.0
C171121,Rudy Veit For State Representative,Rudy Veit,R,State Representative - District 59 - Missouri House of Representatives,A,Rudy Veit For State Representative,October Quarterly Report,2020,Full Disclosure,21452.89,3100.0,0.0,0.0,3100.0,0.0,24552.89,14833.86,130.0,0.0,0.0,130.0,14963.86,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,18659.01,3100.0,130.0,0.0,130.0,21629.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190905,Friends for Ed Lewis,Edwin Lewis,R,State Representative - District 6 - Missouri House of Representatives,A,Friends for Ed Lewis,October Quarterly Report,2020,Full Disclosure,11463.57,1893.9,0.0,0.0,1893.9,0.0,13357.47,6604.72,19.72,0.0,0.0,19.72,6624.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699.33,1893.9,19.72,0.0,19.72,6573.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C190940,Fiala for Missouri,Terrence Fiala,D,State Representative - District 6 - Missouri House of Representatives,A,Fiala for Missouri,October Quarterly Report,2020,Full Disclosure,5547.43,26.0,0.0,0.0,26.0,0.0,5573.43,5070.45,0.0,0.0,0.0,0.0,5070.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.98,26.0,0.0,0.0,0.0,212.98,2700.0,0.0,0.0,0.0,0.0,0.0,2700.0
C171327,Dave Griffith For State Representative,Dave Griffith,R,State Representative - District 60 - Missouri House of Representatives,A,Dave Griffith For State Representative,October Quarterly Report,2020,Full Disclosure,118507.5,12100.0,0.0,0.0,12100.0,0.0,130607.5,104742.83,1213.01,0.0,0.0,1213.01,105955.84,1600.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,12010.65,12100.0,1213.01,0.0,1213.01,22897.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201222,Joshua Dunne for Missouri,Joshua Dunne,D,State Representative - District 60 - Missouri House of Representatives,A,Joshua Dunne for Missouri,October Quarterly Report,2020,Full Disclosure,4804.68,1670.0,0.0,0.0,1670.0,0.0,6474.68,4160.72,1500.0,0.0,0.0,1500.0,5660.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.56,1670.0,1500.0,0.0,1500.0,563.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180467,Citizens For Griesheimer,Aaron Griesheimer,R,State Representative - District 61 - Missouri House of Representatives,A,Citizens For Griesheimer,October Quarterly Report,2020,Full Disclosure,0.0,9450.0,0.0,0.0,9450.0,0.0,9450.0,0.0,755.0,0.0,0.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28024.21,9450.0,755.0,0.0,755.0,36719.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201145,Bruce Sassmann Election Committee,Bruce Sassmann,R,State Representative - District 62 - Missouri House of Representatives,A,Bruce Sassmann Election Committee,October Quarterly Report,2020,Full Disclosure,37600.0,5325.0,0.0,0.53,5347.74,22.21,42947.74,33695.29,4408.56,0.0,0.0,4408.56,38103.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3904.71,5325.53,4408.56,0.0,4408.56,4821.68,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0
C201416,Ragan for State Representative #62,Nancy Ragan,D,State Representative - District 62 - Missouri House of Representatives,A,Ragan for State Representative #62,October Quarterly Report,2020,Full Disclosure,1983.24,2306.41,0.0,0.0,2431.64,125.23,4414.88,5541.13,1009.16,0.0,0.0,1009.16,6550.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.11,2306.41,1009.16,0.0,1009.16,1379.36,2300.0,0.0,0.0,0.0,0.0,0.0,2300.0
C180744,Go West For Missouri,Richard West,R,State Representative - District 63 - Missouri House of Representatives,A,Go West For Missouri,October Quarterly Report,2020,Full Disclosure,21030.76,1050.0,0.0,0.0,1050.0,0.0,22080.76,26301.93,0.0,0.0,0.0,0.0,26301.93,725.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,4609.07,1050.0,0.0,0.0,0.0,5659.07,11536.0,0.0,0.0,0.0,0.0,0.0,11536.0
C191086,Aaliyah Bailey for Missouri,Aaliyah Bailey,D,State Representative - District 64 - Missouri House of Representatives,A,Aaliyah Bailey for Missouri,October Quarterly Report,2020,Full Disclosure,16984.01,552.5,0.0,0.0,552.5,0.0,17536.51,9662.88,879.7,0.0,0.0,879.7,10542.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7193.14,552.5,879.7,0.0,879.7,6865.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C180596,Citizens For Lovasco,Tony Lovasco,R,State Representative - District 64 - Missouri House of Representatives,A,Citizens For Lovasco,October Quarterly Report,2020,Full Disclosure,13436.75,1450.0,0.0,0.0,1450.0,0.0,14886.75,2833.46,12.3,0.0,0.0,12.3,2845.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18394.16,1450.0,12.3,0.0,12.3,19831.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201111,Committee to Elect Bill Otto,Bill Otto,D,State Representative - District 65 - Missouri House of Representatives,A,Committee to Elect Bill Otto,October Quarterly Report,2020,Full Disclosure,39340.43,26071.18,0.0,0.0,26394.74,323.56,65735.17,6808.28,3943.53,0.0,3962.11,7905.64,14713.92,0.0,0.0,150.0,0.0,0.0,0.0,0.0,2923.18,0.0,2923.18,35025.33,26071.18,6866.71,0.0,6866.71,54229.8,2923.18,0.0,3962.11,150.0,0.0,0.0,4112.11
C151076,Hannegan For State Representative,Tom Hannegan,R,State Representative - District 65 - Missouri House of Representatives,A,Hannegan For State Representative,October Quarterly Report,2020,Full Disclosure,0.0,2750.0,0.0,0.0,2750.0,0.0,2750.0,0.0,15837.34,0.0,0.0,15837.34,15837.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16513.04,2750.0,15837.34,0.0,15837.34,3425.7,7397.19,0.0,0.0,0.0,0.0,0.0,7397.19
C201240,Committee to Elect Marlene Terry,Marlene Terry,D,State Representative - District 66 - Missouri House of Representatives,A,Committee to Elect Marlene Terry,October Quarterly Report,2020,Full Disclosure,3813.24,806.41,0.0,0.0,806.41,0.0,4619.65,2437.84,0.0,0.0,0.0,0.0,2437.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1375.34,806.41,0.0,3.0,3.0,2178.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C201109,Citizens to Elect Neil Smith,Neil Smith,D,State Representative - District 67 - Missouri House of Representatives,A,Citizens to Elect Neil Smith,October Quarterly Report,2020,Full Disclosure,2132.24,1806.41,0.0,0.0,1806.41,0.0,3938.65,2081.73,875.0,0.0,0.0,875.0,2956.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.51,1806.41,875.0,0.0,875.0,1677.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
